"COLUMN_NAME"	"LABEL"	"LEGAL_VALUES"	"RANGE_HIGH"	"RANGE_LOW"	"SCREEN_PASS"	"UNITS"	"VAR_TYPE"
"HERB300_PTAX"	"Percent of distinct taxa that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"HPRIME_BIO"	"Shannon Diversity based on the biomass of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of biomass of taxon i , and Log= natural logrithm."		"3"	"0"			
"HPRIME_CLAD"	"Shannon Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"2"	"0"	"YES"		
"HPRIME_CLAD300"	"Shannon Diversity based on the number of cladoceran individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"2"	"0"			
"HPRIME_COPE"	"Shannon Diversity based on the number of copepod individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"2"	"0"			
"HPRIME_COPE300"	"Shannon Diversity based on the number of copepod individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"2"	"0"			
"HPRIME_DEN"	"Shannon Diversity based on the density (indiv./L) of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of density of taxon i , and Log= natural logrithm."		"3"	"0"			
"HPRIME_NIND"	"Shannon Diversity based on the total number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"3"	"0"			
"HPRIME_ROT"	"Shannon Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"3"	"0"	"YES"		
"HPRIME_ROT300"	"Shannon Diversity based on the number of rotifer individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"3"	"0"	"YES"		
"HPRIME300_BIO"	"Shannon Diversity based on the biomass of individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of biomass of taxon i , and Log= natural logrithm."		"3"	"0"			
"HPRIME300_NIND"	"Shannon Diversity based on the total number of individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."		"3"	"0"			
"LGCLAD_BIO"	"Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"3000"	"0"	"YES"		
"LGCLAD_DEN"	"Density (indiv./L) of individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"300"	"0"			
"LGCLAD_NAT_BIO"	"Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"3000"	"0"	"YES"		
"LGCLAD_NAT_DEN"	"Density (indiv./L) of native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"300"	"0"			
"LGCLAD_NAT_NTAX"	"Number of distinct taxa represented by native large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"10"	"0"			
"LGCLAD_NAT_PBIO"	"Percent of biomass represented by native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_NAT_PDEN"	"Percent of density (indiv./L) of native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_NAT_PIND"	"Percent of native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_NAT_PTAX"	"Percent of distinct native large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_NTAX"	"Number of distinct taxa represented by large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"10"	"0"			
"LGCLAD_PBIO"	"Percent of biomass represented by individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_PDEN"	"Percent of density (indiv./L) of individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_PIND"	"Percent of individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD_PTAX"	"Percent of distinct large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE; coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD300_BIO"	"Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net subsamples combined)"		"3000"	"0"	"YES"		
"LGCLAD300_NAT_BIO"	"Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net subsamples combined)"		"3000"	"0"	"YES"		
"LGCLAD300_NAT_NTAX"	"Number of distinct taxa represented by native large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"			
"LGCLAD300_NAT_PBIO"	"Percent of biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD300_NAT_PIND"	"Percent of native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"LGCLAD300_NAT_PTAX"	"Percent of distinct native large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"LGCLAD300_NTAX"	"Number of distinct taxa represented by large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"			
"LGCLAD300_PBIO"	"Percent of biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"LGCLAD300_PIND"	"Percent of individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE) in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"LGCLAD300_PTAX"	"Percent of distinct large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=LARGE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"OMNI_BIO"	"Biomass represented by individuals that are omnivores"		"6000"	"0"			
"OMNI_DEN"	"Density (indiv.L) of individuals that are omnivores (coarse and fine net samples combined)"		"85000"	"0"			
"OMNI_NTAX"	"Number of distinct omnivore taxa (coarse and fine net samples combined)"		"20"	"0"			
"OMNI_PBIO"	"Percent of biomass represented by individuals that are omnivores (coarse and fine net samples combined)"		"100"	"0"			
"OMNI_PDEN"	"Percent of density (indiv.L) of individuals that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"OMNI_PIND"	"Percent of individuals that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"OMNI_PTAX"	"Percent of distinct taxa that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"OMNI300_BIO"	"Biomass represented by individuals that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"6000"	"0"			
"OMNI300_NTAX"	"Number of distinct omnivore taxa in the 300-count subsamples (coarse and fine net samples combined)"		"20"	"0"	"YES"		
"OMNI300_PBIO"	"Percent of biomass represented by individuals that are omnivores in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"OMNI300_PIND"	"Percent of individuals that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"OMNI300_PTAX"	"Percent of distinct taxa that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"PIE_CLAD"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PIE_CLAD300"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of cladoceran individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PIE_COPE"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of copepod individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PIE_COPE300"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of copepod individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PIE_NIND"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the total number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PIE_ROT"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"	"YES"		
"PIE_ROT300"	"Hurlburts Probability of Interspecific Encounter (PIE) based on the number of rotifer individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"	"YES"		
"PIE300_NIND"	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the total number of individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."		"1"	"0"			
"PLOIMA_BIO"	"Biomass represented by individuals within the rotifer order Ploima (coarse and fine net samples combined)"		"6000"	"0"			
"PLOIMA_DEN"	"Density (indiv./L) of individuals within the rotifer order Ploima (coarse and fine net samples combined)"		"60000"	"0"	"YES"		
"PLOIMA_NTAX"	"Number of distinct taxa within the rotifer order Ploima (coarse and fine net samples combined)"		"30"	"0"	"YES"		
"PLOIMA_PBIO"	"Percent of biomass represented by individuals within the rotifer order Ploima (coarse and fine net samples combined)"		"100"	"0"			
"PLOIMA_PDEN"	"Percent of density (indiv./L) of individuals within the rotifer order Ploima (coarse and fine net samples combined)"		"100"	"0"			
"PLOIMA_PIND"	"Percent of individuals within the rotifer order Ploima (coarse and fine net samples combined)"		"100"	"0"			
"PLOIMA_PTAX"	"Percent of distinct taxa within the rotifer order Ploima (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"PLOIMA300_BIO"	"Biomass represented by individuals within the rotifer order Ploima in the 300-count subsamples (coarse and fine net subsamples combined)"		"6000"	"0"			
"PLOIMA300_NTAX"	"Number of distinct taxa within the rotifer order Ploima in the 300-count subsamples (coarse and fine net samples combined)"		"30"	"0"			
"PLOIMA300_PBIO"	"Percent of biomass represented by individuals within the rotifer order Ploima  in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"PLOIMA300_PIND"	"Percent of individuals within the rotifer order Ploima in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"PLOIMA300_PTAX"	"Percent of distinct taxa within the rotifer order Ploima in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"PRED_BIO"	"Biomass represented by individuals that are predators"		"200"	"0"			
"PRED_DEN"	"Density (indiv.L) of individuals that are predators (coarse and fine net samples combined)"		"6000"	"0"			
"PRED_NTAX"	"Number of distinct predator taxa (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"PRED_PBIO"	"Percent of biomass represented by individuals that are predators (coarse and fine net samples combined)"		"100"	"0"			
"PRED_PDEN"	"Percent of density (indiv.L) of individuals that are predators (coarse and fine net samples combined)"		"100"	"0"			
"PRED_PIND"	"Percent of individuals that are predators (coarse and fine net samples combined)"		"100"	"0"			
"PRED_PTAX"	"Percent of distinct taxa that are predators (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"PRED300_BIO"	"Biomass represented by individuals that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"200"	"0"	"YES"		
"PRED300_NTAX"	"Number of distinct predator taxa in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"PRED300_PBIO"	"Percent of biomass represented by individuals that are predators in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"PRED300_PIND"	"Percent of individuals that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"PRED300_PTAX"	"Percent of distinct taxa that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"PSTL_CODE"	"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands.  No missing values allowed."						
"PUBLICATION_DATE"	"Date the dataset was published to the NARS site"	"0"					
"ROT_BIO"	"Biomass represented by individuals within the phylum Rotifera"		"6000"	"0"			
"ROT_DEN"	"Density (indiv./L) of native individuals within the phylum Rotifera (coarse and fine net samples combined)"		"85000"	"0"			
"ROT_HERB_BIO"	"Biomass represented by individuals within the phylum Rotifera that are herbivores"		"300"	"0"			
"ROT_HERB_DEN"	"Density (indiv.L) of individuals within the phylum Rotifera that are herbivores (coarse and fine net samples combined)"		"50000"	"0"			
"ROT_HERB_NTAX"	"Number of distinct rotifer taxa that are herbivores (coarse and fine net samples combined)"		"25"	"0"	"YES"		
"ROT_HERB_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB_PDEN"	"Percent of density (indiv.L) of individuals within the phylum Rotifera that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB_PIND"	"Percent of individuals within the phylum Rotifera that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB300_BIO"	"Biomass represented by individuals within the phylum Rotifera that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"6000"	"0"			
"ROT_HERB300_NTAX"	"Number of distinct rotifer taxa that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"25"	"0"	"YES"		
"ROT_HERB300_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are herbivores in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB300_PIND"	"Percent of individuals within the phylum Rotifera that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_HERB300_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_NTAX"	"Number of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)"		"30"	"0"	"YES"		
"ROT_OMNI_BIO"	"Biomass represented by individuals within the phylum Rotifera that are omnivores"		"6000"	"0"	"YES"		
"ROT_OMNI_DEN"	"Density (indiv.L) of individuals within the phylum Rotifera that are omnivores (coarse and fine net samples combined)"		"85000"	"0"			
"ROT_OMNI_NTAX"	"Number of distinct rotifer taxa that are omnivores (coarse and fine net samples combined)"		"15"	"0"			
"ROT_OMNI_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are omnivores (coarse and fine net samples combined)"		"100"	"0"			
"ROT_OMNI_PDEN"	"Percent of density (indiv.L) of individuals within the phylum Rotifera that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_OMNI_PIND"	"Percent of individuals within the phylum Rotifera that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_OMNI_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are omnivores (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_OMNI300_BIO"	"Biomass represented by individuals within the phylum Rotifera that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"6000"	"0"			
"ROT_OMNI300_NTAX"	"Number of distinct rotifer taxa that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"15"	"0"			
"ROT_OMNI300_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are omnivores in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_OMNI300_PIND"	"Percent of individuals within the phylum Rotifera that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_OMNI300_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are omnivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_PDEN"	"Percent of density (indiv./L) of native individuals within the phylum Rotifera (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PIND"	"Percent of individuals within the phylum Rotifera (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PRED_BIO"	"Biomass represented by individuals within the phylum Rotifera that are predators"		"200"	"0"			
"ROT_PRED_DEN"	"Density (indiv.L) of individuals within the phylum Rotifera that are predators (coarse and fine net samples combined)"		"6000"	"0"			
"ROT_PRED_NTAX"	"Number of distinct rotifer taxa that are predators (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"ROT_PRED_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are predators (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PRED_PDEN"	"Percent of density (indiv.L) of individuals within the phylum Rotifera that are predators (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PRED_PIND"	"Percent of individuals within the phylum Rotifera that are predators (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PRED_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are predators (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_PRED300_BIO"	"Biomass represented by individuals within the phylum Rotifera that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"200"	"0"	"YES"		
"ROT_PRED300_NTAX"	"Number of distinct rotifer taxa that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"ROT_PRED300_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera that are predators in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT_PRED300_PIND"	"Percent of individuals within the phylum Rotifera that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PRED300_PTAX"	"Percent of distinct taxa within the phylum Rotifera that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT_PTAX"	"Percent of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT300_BIO"	"Biomass represented by individuals within the phylum Rotifera in the 300-count subsamples (coarse and fine net subsamples combined)"		"6000"	"0"			
"ROT300_NTAX"	"Number of distinct taxa within the phylum Rotifera in the 300-count subsamples (coarse and fine net samples combined)"		"30"	"0"	"YES"		
"ROT300_PBIO"	"Percent of biomass represented by individuals within the phylum Rotifera in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"ROT300_PIND"	"Percent of individuals within the phylum Rotifera in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"ROT300_PTAX"	"Percent of distinct taxa within the phylum Rotifera in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"SAMPLED_ZOCN"	"Coarse net zooplankton sample collected?"	"Y|N"					
"SAMPLED_ZOFN"	"Fine net zooplankton sample collected?"	"Y|N"					
"SIDID_BIO"	"Biomass represented by individuals within the cladoceran family Sididae (coarse and fine net samples combined)"		"300"	"0"			
"SIDID_DEN"	"Density (indiv./L) of individuals within the cladoceran family Sididae (coarse and fine net samples combined)"		"200"	"0"			
"SIDID_NTAX"	"Number of distinct taxa within the cladoceran family Sididae (coarse and fine net samples combined)"		"5"	"0"			
"SIDID_PBIO"	"Percent of biomass represented by individuals within the cladoceran family Sididae (coarse and fine net samples combined)"		"100"	"0"			
"SIDID_PDEN"	"Percent of density (indiv./L) of individuals within the cladoceran family Sididae (coarse and fine net samples combined)"		"100"	"0"			
"SIDID_PIND"	"Percent of individuals within the cladoceran family Sididae (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SIDID_PTAX"	"Percent of total distinct taxa that are within the cladoceran family Sididae (coarse and fine net samples combined)"		"100"	"0"			
"SIDID300_BIO"	"Biomass represented by individuals within the cladoceran family Sididae in the 300-count subsamples (coarse and fine net subsamples combined)"		"300"	"0"			
"SIDID300_NTAX"	"Number of distinct taxa within the cladoceran family Sididae in the 300-count subsamples (coarse and fine net samples combined)"		"5"	"0"			
"SIDID300_PBIO"	"Percent of biomass represented by individuals within the cladoceran family Sididae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"SIDID300_PIND"	"Percent of individuals within the cladoceran family Sididae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SIDID300_PTAX"	"Percent of total distinct taxa that are within the cladoceran family Sididae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"SIMPSON_BIO"	"Simpson Diversity based on the biomass of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of biomass of taxon I in the sample."		"1"	"0"			
"SIMPSON_CLAD"	"Simpson Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"			
"SIMPSON_CLAD300"	"Simpson Diversity based on the number of cladoceran individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"			
"SIMPSON_COPE"	"Simpson Diversity based on the number of copepod individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"			
"SIMPSON_COPE300"	"Simpson Diversity based on the number of copepod individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"			
"SIMPSON_DEN"	"Simpson Diversity based on the density (indiv./L) of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of density of taxon I in the sample."		"1"	"0"	"YES"		
"SIMPSON_NIND"	"Simpson Diversity based on the total number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"			
"SIMPSON_ROT"	"Simpson Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"	"YES"		
"SIMPSON_ROT300"	"Simpson Diversity based on the number of rotifer individuals in the 300-count subsampless (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"	"YES"		
"SIMPSON300_BIO"	"Simpson Diversity based on the biomass of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of biomass of taxon I in the sample."		"1"	"0"			
"SIMPSON300_NIND"	"Simpson Diversity based on the total number of individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample."		"1"	"0"	"YES"		
"SITE_ID"	"The NLA Site ID  for the study and year sampled.  Preferred form is NLAnn_MM-xxxxx  where  nn is current cycle year (07, 12, 17, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing values allowed."						
"SITETYPE"	"Site type (Probability-based or hand-picked)"	"PROB|HAND|"					
"SMCLAD_BIO"	"Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"		"2500"	"0"	"YES"		
"SMCLAD_DEN"	"Density (indiv./L) of individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"6000"	"0"	"YES"		
"SMCLAD_NAT_BIO"	"Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"2500"	"0"	"YES"		
"SMCLAD_NAT_DEN"	"Density (indiv./L) of native individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"6000"	"0"	"YES"		
"SMCLAD_NAT_NTAX"	"Number of distinct taxa represented by native small cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"		"15"	"0"			
"SMCLAD_NAT_PBIO"	"Percent of biomass represented by native individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD_NAT_PDEN"	"Percent of density (indiv./L) of native individuals within large cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD_NAT_PIND"	"Percent of native individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"SMCLAD_NAT_PTAX"	"Percent of distinct native small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"			
"SMCLAD_NTAX"	"Number of distinct taxa represented by small cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"		"15"	"0"			
"SMCLAD_PBIO"	"Percent of biomass represented by individuals within small cladoceran taxa (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)"		"100"	"0"	"YES"		
