COLUMN_NAME	TABLE_NAME	SAMPLE_TYPE	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	REFERENCE	UNITS
PSUMPY_BSN	tblLANDSCAPE	LANDSCAPE	total average precip for 12 months prior to sampling (12 months)					
PSUMPY_PT	tblLANDSCAPE	LANDSCAPE	total average precip for 12 months prior to sampling (12 months)					
QTRNRYAREA_BSN	tblLANDSCAPE	LANDSCAPE	Area of Basin with the designated geology (sq km)					
QTRNRYPCT_BSN	tblLANDSCAPE	LANDSCAPE	Percent of Basin with the designated geology					
ROADDEN_1000	tblLANDSCAPE	LANDSCAPE	Road Density in 1000m-Clipped Buffer (km/sqkm)					km/sqkm
ROADDEN_200	tblLANDSCAPE	LANDSCAPE	Road Density in 200m-Clipped Buffer (km/sqkm)					km/sqkm
ROADDEN_500	tblLANDSCAPE	LANDSCAPE	Road Density in 200m-Clipped Buffer (km/sqkm)					km/sqkm
ROADDEN_BSN	tblLANDSCAPE	LANDSCAPE	Road Density in Basin (km/sqkm)					km/sqkm
ROADDEN_MISSINGDATA_1000	tblLANDSCAPE	LANDSCAPE	% of 1000m-clipped buffer not covered by Road Density Raster					percent
ROADDEN_MISSINGDATA_200	tblLANDSCAPE	LANDSCAPE	% of 200m-clipped buffer not covered by Road Density Raster					percent
ROADDEN_MISSINGDATA_500	tblLANDSCAPE	LANDSCAPE	% of 500m-clipped buffer not covered by Road Density Raster					percent
ROADDEN_MISSINGDATA_BSN	tblLANDSCAPE	LANDSCAPE	% of Basin not covered by Road Density Raster					percent
SAND_MISSINGDATA_BSN	tblLANDSCAPE	LANDSCAPE	% of Basin not covered by Sand Raster					percent
SAND_MISSINGDATA_SITE	tblLANDSCAPE	LANDSCAPE	"Value of 100 if sand data available, 0 if not."					percent
SANDPCT_BSN	tblLANDSCAPE	LANDSCAPE	Average percent sand in basin					
SANDPCT_SITE	tblLANDSCAPE	LANDSCAPE	Percent sand at site					
SDMNTAREA_BSN	tblLANDSCAPE	LANDSCAPE	Area within basin with sedimentary geology					sq km
SDMNTPCT_BSN	tblLANDSCAPE	LANDSCAPE	Percent of basin with sedimentary geology					percent
SITE_GEOLOGY	tblLANDSCAPE	LANDSCAPE	"\SDMNTRY\"" or \""GNEISS\"" or \""GRANITIC\"" or \""MAFUL\"" or \""QTRNRY\"" or \""VOLCANIC\"""""					
SITE_ID	tblSITETRUTH	DESIGN	"The NLA Site ID  for the study and year sampled Text.  Preferred form is NLAnn_MM-xxxxx  where  nn is current cycle year (07, 12, 17, etc), MM is two letter state code, and xxxxx is between 10001 and 99999."					
TFARMN_BSN	tblLANDSCAPE	LANDSCAPE	Nitrogen fertilizer used on farms in basin (kg)					kg
TFARMP_BSN	tblLANDSCAPE	LANDSCAPE	Phosphorus fertilizer used on farms in basin (kg)					kg
TIP_BSN	tblLANDSCAPE	LANDSCAPE	mean temperature for year prior to sampling (12 months)					
TIP_PT	tblLANDSCAPE	LANDSCAPE	monthly mean air temperature of index period (5 months)					
TMAX_BSN	tblLANDSCAPE	LANDSCAPE	mean annual maximum air temperature (30 yrs)					
TMAX_PT	tblLANDSCAPE	LANDSCAPE	mean annual maximum air temperature (30 yrs)					
TMAXSD_BSN	tblLANDSCAPE	LANDSCAPE	SD of annual max air temperature					
TMEAN_BSN	tblLANDSCAPE	LANDSCAPE	mean annual air temperature (30 yrs)					
TMEAN_PT	tblLANDSCAPE	LANDSCAPE	mean annual air temperature (30 yrs)					
TMEANPW_BSN	tblLANDSCAPE	LANDSCAPE	monthly mean air temperature of prior winter					
TMEANPW_PT	tblLANDSCAPE	LANDSCAPE	monthly mean air temperature of prior winter					c
TMEANPY_BSN	tblLANDSCAPE	LANDSCAPE	Mean temperature in basin over the previous 12 months					degrees C*100
TMEANPY_PT	tblLANDSCAPE	LANDSCAPE	mean temperature for year prior to sampling (12 months)					
TMEANSD_BSN	tblLANDSCAPE	LANDSCAPE	SD of mean annual air temperature					
TMIN_BSN	tblLANDSCAPE	LANDSCAPE	mean annual minimum air temperature (30 yrs)					
TMIN_PT	tblLANDSCAPE	LANDSCAPE	mean annual minimum air temperature (30 yrs)					
TMINSD_BSN	tblLANDSCAPE	LANDSCAPE	SD of annual  minimum air temperature					
TNONFARMN_BSN	tblLANDSCAPE	LANDSCAPE	Nitrogen fertilizer used on non-farms in basin (kg)					kg
TNONFARMP_BSN	tblLANDSCAPE	LANDSCAPE	Phosphorus fertilizer used on non-farms in basin (kg)					kg
VOLCANAREA_BSN	tblLANDSCAPE	LANDSCAPE	Area within basin with volcanic geology					sq km
VOLCANPCT_BSN	tblLANDSCAPE	LANDSCAPE	Percent of basin with volcanic geology					percent
WATERAREA_BSN	tblLANDSCAPE	LANDSCAPE	Area within basin as water					sq km
WATERPCT_BSN	tblLANDSCAPE	LANDSCAPE	Percent of basin as water					percent
